"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2","M4A5Cf","ah5Ghc 2","ah5Ghc 3","Jn12ke src"
"https://www.google.com/maps/place/Apotek+Swaha+dan+Praktek+Dokter+Umum/data=!4m7!3m6!1s0x2e68e771a4a7be3b:0xa135c72367b75293!8m2!3d-6.8789257!4d107.5754116!16s%2Fg%2F11y3jfpx8r!19sChIJO76npHHnaC4Rk1K3ZyPHNaE?authuser=0&hl=id&rclk=1","Apotek Swaha dan Praktek Dokter Umum","4,8","(29)","Apotek","·","Blok 12 No 29, Jl. Sarimanis","Segera tutup","· 21.00 · Buka Sel pukul 07.00","·","0822-4002-0742","","Situs Web","","https://apotekswaha.wordpress.com/","","Rute","","","",""
"https://www.google.com/maps/place/Apotek+Asri/data=!4m7!3m6!1s0x2e68e71d219a42e1:0x72adf914aa4560d1!8m2!3d-6.8633764!4d107.6049503!16s%2Fg%2F11qmqv30jz!19sChIJ4UKaIR3naC4R0WBFqhT5rXI?authuser=0&hl=id&rclk=1","Apotek Asri","5,0","(49)","Apotek","·","Jl. Rereongan Sarupi No.25","Segera tutup","· 21.00 · Buka Sel pukul 07.30","·","0813-8002-4858","","Situs Web","Belanja di toko","https://www.apotek-k24.com/","","Rute","·","Ambil di toko","",""
"https://www.google.com/maps/place/Apotek+Gerlong+Girang/data=!4m7!3m6!1s0x2e68e70b69adacab:0x34c415cee098ceba!8m2!3d-6.8642274!4d107.5914145!16s%2Fg%2F11pd2y6f4r!19sChIJq6ytaQvnaC4Rus6Y4M4VxDQ?authuser=0&hl=id&rclk=1","Apotek Gerlong Girang","4,8","(25)","Apotek","·","Jl. Gegerkalong Girang Baru No.2D","Tutup","· Buka Sel pukul 08.00","·","0882-2090-3610","","Rute","Belanja di toko","","","","·","Ambil di toko","",""
"https://www.google.com/maps/place/Apotek+Tubagus/data=!4m7!3m6!1s0x2e68e7b1ccaf5d97:0xf8619a29f6d5bc84!8m2!3d-6.8852062!4d107.6172086!16s%2Fg%2F11rwpkdfcj!19sChIJl12vzLHnaC4RhLzV9imaYfg?authuser=0&hl=id&rclk=1","Apotek Tubagus","4,6","(316)","Apotek","·","·","Buka 24 jam","","·","0851-6184-7480","","Situs Web","Ambil di toko","https://lynk.id/apotektubagus","","Rute","·","Pesan antar","",""
"https://www.google.com/maps/place/Apotek+Sauyunan/data=!4m7!3m6!1s0x2e68e697a8a97179:0x438d45c70b3c4f7c!8m2!3d-6.8696637!4d107.5884384!16s%2Fg%2F11rvtn325!19sChIJeXGpqJfmaC4RfE88C8dFjUM?authuser=0&hl=id&rclk=1","Apotek Sauyunan","4,2","(59)","Apotek","·","Jl. Gegerkalong Hilir No.61A","Tutup","· Buka Sel pukul 08.00","·","(022) 2000723","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+sekeloa+dan+praktek+dokter+umum/data=!4m7!3m6!1s0x2e68e7015e1c9e51:0x88e132e5bf9bd01f!8m2!3d-6.8887117!4d107.6186195!16s%2Fg%2F11s8hw6k47!19sChIJUZ4cXgHnaC4RH9Cbv-Uy4Yg?authuser=0&hl=id&rclk=1","Apotek sekeloa dan praktek dokter umum","4,4","(37)","Apotek","·","Jl. Sekeloa No.31","Buka","· Tutup pukul 22.00","·","0815-4718-4906","","Rute","Belanja di toko","","","","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+Eyckmana/data=!4m7!3m6!1s0x2e68e6b749ffbaa1:0x81b53e3fd8927fa8!8m2!3d-6.8555569!4d107.5923087!16s%2Fg%2F11b6gggmpd!19sChIJobr_SbfmaC4RqH-S2D8-tYE?authuser=0&hl=id&rclk=1","Apotek Eyckmana","3,6","(10)","Apotek","·","Jl. Sersan Bajuri No.55","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","(022) 2015515","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+K-24+Sarimanah+Bandung/data=!4m7!3m6!1s0x2e68e7d7a92902e9:0xc84c2edb654c1128!8m2!3d-6.8801025!4d107.576457!16s%2Fg%2F11h5_vx4jp!19sChIJ6QIpqdfnaC4RKBFMZdsuTMg?authuser=0&hl=id&rclk=1","Apotek K-24 Sarimanah Bandung","4,4","(442)","Apotek","·","Jl. Sarimanah No.23","Buka 24 jam","","·","0851-8687-7124","","Situs Web","Pesan antar","https://www.apotek-k24.com/location/detail/210/K-24-SARIMANAH-","","Rute","","","",""
"https://www.google.com/maps/place/Apotek+Gerhil+177/data=!4m7!3m6!1s0x2e68e698abf22d61:0x8d2732e4438df7f!8m2!3d-6.8678814!4d107.5803899!16s%2Fg%2F11b6c7g6sy!19sChIJYS3yq5jmaC4Rf984RC5z0gg?authuser=0&hl=id&rclk=1","Apotek Gerhil 177","4,0","(25)","Apotek","·","Jl. Gegerkalong Hilir No.177","Segera tutup","· 21.00 · Buka Sel pukul 07.00","·","(022) 2012616","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/APOTEK+CIPANJAK/data=!4m7!3m6!1s0x2e68e1000146ba71:0xbd1c3751f6657184!8m2!3d-6.8452424!4d107.584632!16s%2Fg%2F11y3s20lsd!19sChIJcbpGAQDhaC4RhHFl9lE3HL0?authuser=0&hl=id&rclk=1","APOTEK CIPANJAK","4,9","(161)","Apotek","·","Jl. Waruga Jaya Desa No.19, RT.01/RW.15","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0821-2967-4294","","Rute","Belanja di toko","","","","·","Ambil di tepi jalan","Pesan antar",""
"https://www.google.com/maps/place/Kimia+Farma+Ciumbuleuit/data=!4m7!3m6!1s0x2e68e6f15f40881d:0xcfb87916d3c52699!8m2!3d-6.881115!4d107.6037579!16s%2Fg%2F11crzxd4h4!19sChIJHYhAX_HmaC4RmSbF0xZ5uM8?authuser=0&hl=id&rclk=1","Kimia Farma Ciumbuleuit","4,7","(152)","Apotek","·","Jl. Ciumbuleuit No.73","Buka","· Tutup pukul 22.00","·","0811-2157-667","","Situs Web","Belanja di toko","http://kimiafarmaapotek.co.id/","","Rute","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+Lily+Ciwaruga/data=!4m7!3m6!1s0x2e68e7471f5a23f9:0xaa0e6b9228e885f5!8m2!3d-6.860543!4d107.5770481!16s%2Fg%2F11p0f6831m!19sChIJ-SNaH0fnaC4R9YXoKJJrDqo?authuser=0&hl=id&rclk=1","Apotek Lily Ciwaruga","4,6","(33)","Apotek","·","Jalan Waruga Jaya No.6D Ruko Graha Lista","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","(022) 20282866","","Rute","Belanja di toko","","","","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+Kimia+Farma+Lemahneundeut/data=!4m7!3m6!1s0x2e68d15413cbddb5:0x80a4ea8b739edc00!8m2!3d-6.8825!4d107.581045!16s%2Fg%2F11c1xg7fj8!19sChIJtd3LE1TRaC4RANyec4vqpIA?authuser=0&hl=id&rclk=1","Apotek Kimia Farma Lemahneundeut","4,7","(139)","Apotek","·","Jl. Lemahnendeut No.1E, RT.05/RW.04","Buka 24 jam","","·","0811-2157-652","","Situs Web","Belanja di toko","http://kimiafarmaapotek.co.id/","","Rute","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+Sukma+Jaya/data=!4m7!3m6!1s0x2e68e7a5d6b20063:0xdc904a1215167416!8m2!3d-6.8693302!4d107.5848179!16s%2Fg%2F11swdhdxdk!19sChIJYwCy1qXnaC4RFnQWFRJKkNw?authuser=0&hl=id&rclk=1","Apotek Sukma Jaya","4,5","(37)","Apotek","·","Jl. Sukahaji No.135 D","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0812-2227-63464","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+Vika/data=!4m7!3m6!1s0x2e68e681ffdd2421:0x38daabae4ca1c5fb!8m2!3d-6.8833351!4d107.5741419!16s%2Fg%2F11c5bhddp8!19sChIJISTd_4HmaC4R-8WhTK6r2jg?authuser=0&hl=id&rclk=1","Apotek Vika","4,7","(114)","Apotek","·","Komplek Sarijadi Blok 24 No. 23, Jl. Sariwangi Dalam No.63","Segera tutup","· 21.00 · Buka Sel pukul 06.30","·","0811-2022-4624","","Rute","Belanja di toko","","","","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+An+Nur/data=!4m7!3m6!1s0x2e68e1358669488d:0xdca5de8737b05cb7!8m2!3d-6.8432069!4d107.5981557!16s%2Fg%2F11crx_mjs0!19sChIJjUhphjXhaC4Rt1ywN4fepdw?authuser=0&hl=id&rclk=1","Apotek An Nur","3,7","(3)","Apotek","·","Jl. Dr. Setiabudhi No. 63","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","(022) 2031922","","Rute","","","","","","","",""
"https://www.google.com/maps/place/Apotek+Baladewa+Farma/data=!4m7!3m6!1s0x2e68e7fca7a73ec9:0xb10393404b0ee9ad!8m2!3d-6.90579!4d107.590591!16s%2Fg%2F11hfj7ljtf!19sChIJyT6np_znaC4RrekOS0CTA7E?authuser=0&hl=id&rclk=1","Apotek Baladewa Farma","4,2","(214)","Apotek","·","Jl. Baladewa No.1G","Buka","· Tutup pukul 22.00","·","0851-2645-1551","","Situs Web","Pesan antar","https://shopee.co.id/apotekbaladewafarma","","Rute","","","",""
"https://www.google.com/maps/place/Apotek+Al+Baik/data=!4m7!3m6!1s0x2e68e6b9c9bfbcd9:0x4c1190712b1c0fb5!8m2!3d-6.8579433!4d107.5944278!16s%2Fg%2F11bv3r8r4q!19sChIJ2by_ybnmaC4RtQ8cK3GQEUw?authuser=0&hl=id&rclk=1","Apotek Al Baik","4,4","(8)","Apotek","·","4HRV+RQF, Jl. Sersan Bajuri","Tutup","· Buka Sel pukul 08.00","","","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+K+24+Gunung+Batu/data=!4m7!3m6!1s0x2e68e5cdf34ced5d:0x5b79ee4eaf1fbee8!8m2!3d-6.8922385!4d107.5621998!16s%2Fg%2F11bw5_8l7k!19sChIJXe1M883laC4R6L4fr07ueVs?authuser=0&hl=id&rclk=1","Apotek K 24 Gunung Batu","4,7","(266)","Apotek","·","·","Buka 24 jam","","·","0895-0286-1155","","Situs Web","Pesan antar","https://www.apotek-k24.com/location/detail/432/K-24-GUNUNG-BATU","","Rute","","","",""
"https://www.google.com/maps/place/Apotek+Kimia+Farma+Pasir+Kaliki/data=!4m7!3m6!1s0x2e68e896313001b3:0x620bae0989ced156!8m2!3d-6.8973257!4d107.5971179!16s%2Fg%2F1pzxjjdrp!19sChIJswEwMZboaC4RVtHOiQmuC2I?authuser=0&hl=id&rclk=1","Apotek Kimia Farma Pasir Kaliki","4,7","(407)","Apotek","·","·","Buka 24 jam","","·","0811-2157-645","","Situs Web","Belanja di toko","http://kimiafarmaapotek.co.id/","","Rute","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+Poliklinik+IRFINA/data=!4m7!3m6!1s0x2e68e6fb073b049b:0x394366cea3284843!8m2!3d-6.8790906!4d107.6130789!16s%2Fg%2F11c1v2_wq_!19sChIJmwQ7B_vmaC4RQ0goo85mQzk?authuser=0&hl=id&rclk=1","Apotek Poliklinik IRFINA","4,3","(3)","Apotek","·","Jl. Alpina No.2","Buka","· Tutup pukul 22.00","","","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+Sadang+Serang/data=!4m7!3m6!1s0x2e68e7aa5f615645:0x830a0494a437403a!8m2!3d-6.887945!4d107.6244057!16s%2Fg%2F11bbw__wwd!19sChIJRVZhX6rnaC4ROkA3pJQECoM?authuser=0&hl=id&rclk=1","Apotek Sadang Serang","4,1","(75)","Apotek","·","·","Segera tutup","· 21.00 · Buka Sel pukul 07.30","Jl. Sadang Serang No.51","(022) 2503324","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/apotek+kahfi+farma/data=!4m7!3m6!1s0x2e68e7a456637c9b:0xfeac62a9313763d1!8m2!3d-6.8653188!4d107.6056501!16s%2Fg%2F11h9n86ld3!19sChIJm3xjVqTnaC4R0WM3MalirP4?authuser=0&hl=id&rclk=1","apotek kahfi farma","4,0","(37)","Apotek","·","Jl. Ciumbuleuit No.176","Segera tutup","· 21.00 · Buka Sel pukul 07.00","·","(022) 64403199","","Situs Web","","http://www.wangunsari.com/","","Rute","","","",""
"https://www.google.com/maps/place/Apotek+Tunas+Citra/data=!4m7!3m6!1s0x2e68e6a06fdc98e9:0x357a719a4bb59124!8m2!3d-6.8659564!4d107.5749764!16s%2Fg%2F11v4f4fsly!19sChIJ6Zjcb6DmaC4RJJG1S5pxejU?authuser=0&hl=id&rclk=1","Apotek Tunas Citra","4,3","(12)","Apotek","·","Jl. Gegerkalong Hilir No.29","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0822-1947-7210","","Rute","","","","","","","",""
"https://www.google.com/maps/place/Apotek+K-24+Sariwangi+Bandung/data=!4m7!3m6!1s0x2e68e5f8ceb566bd:0x7f9a04f7e4563242!8m2!3d-6.8628089!4d107.5679457!16s%2Fg%2F11jrqpxsvs!19sChIJvWa1zvjlaC4RQjJW5PcEmn8?authuser=0&hl=id&rclk=1","Apotek K-24 Sariwangi Bandung","4,4","(66)","Apotek","·","Jl. Sariwangi Selatan No.136","Buka 24 jam","","·","0813-1717-8127","","Situs Web","Pesan antar","https://www.apotek-k24.com/location/index?Location_page=95","","Rute","","","",""
"https://www.google.com/maps/place/Apotek+Kimia+Farma+Sariwangi/data=!4m7!3m6!1s0x2e68e41ea9e55b3d:0x7e57b74b4d6ab942!8m2!3d-6.86312!4d107.5685223!16s%2Fg%2F11hbh6m0vd!19sChIJPVvlqR7kaC4RQrlqTUu3V34?authuser=0&hl=id&rclk=1","Apotek Kimia Farma Sariwangi","4,1","(86)","Apotek","·","Jl. Sariwangi Selatan Raya No.132D","Buka","· Tutup pukul 22.00","·","0811-2157-683","","Situs Web","Belanja di toko","http://kimiafarmaapotek.co.id/","","Rute","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+Ciumbuleuit/data=!4m7!3m6!1s0x2e68e75b8272ec73:0xd5e3af94c18fa880!8m2!3d-6.8653554!4d107.6056603!16s%2Fg%2F11f9z6qy_3!19sChIJc-xyglvnaC4RgKiPwZSv49U?authuser=0&hl=id&rclk=1","Apotek Ciumbuleuit","4,1","(33)","Apotek","·","Jl. Ciumbuleuit No.170","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0877-8755-5527","","Rute","","","","","","","",""
"https://www.google.com/maps/place/Apotek+Valley+Farma+Cilengkrang/data=!4m7!3m6!1s0x2e68dd9fe4e35b3b:0xdf8d126bb8446e58!8m2!3d-6.9108933!4d107.7225095!16s%2Fg%2F11h4f0q2mx!19sChIJO1vj5J_daC4RWG5EuGsSjd8?authuser=0&hl=id&rclk=1","Apotek Valley Farma Cilengkrang","4,9","(70)","Apotek","·","·","Segera tutup","· 21.00 · Buka Sel pukul 07.00","Jl. Cilengkrang 1 No.42","0821-2625-2607","","Rute","","","","","","","",""
"https://www.google.com/maps/place/Apotek+Kimia+Farma+4/data=!4m7!3m6!1s0x2e68e6fc896be135:0xfdbf46ab56cc26bc!8m2!3d-6.8997844!4d107.6120822!16s%2Fg%2F1tf8ht52!19sChIJNeFrifzmaC4RvCbMVqtGv_0?authuser=0&hl=id&rclk=1","Apotek Kimia Farma 4","4,1","(316)","Apotek","·","Jl. Sulanjana No.4","Buka 24 jam","","·","0811-2157-664","","Situs Web","Belanja di toko","http://kimiafarmaapotek.co.id/","","Rute","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Kimia+Farma+51+Moxy/data=!4m7!3m6!1s0x2e68e77dd332d2dd:0x6c22114d2fde763c!8m2!3d-6.90047!4d107.612158!16s%2Fg%2F11f5tv8qdl!19sChIJ3dIy033naC4RPHbeL00RImw?authuser=0&hl=id&rclk=1","Kimia Farma 51 Moxy","4,8","(97)","Apotek","·","Jl. Ir. H. Juanda No.69","Buka","· Tutup pukul 22.00","·","0811-2157-644","","Situs Web","Belanja di toko","http://kimiafarmaapotek.co.id/","","Rute","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+Mara+Farma/data=!4m7!3m6!1s0x2e68e70fbff4d785:0xc15acb2ea18979f5!8m2!3d-6.8841112!4d107.5984892!16s%2Fg%2F11v3mh4jsf!19sChIJhdf0vw_naC4R9XmJoS7LWsE?authuser=0&hl=id&rclk=1","Apotek Mara Farma","5,0","(26)","Apotek","·","Jl. Cemara No.57","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0822-1892-9157","","Rute","Belanja di toko","","","","·","Ambil di toko","",""
"https://www.google.com/maps/place/Apotek+Nova+Farma/data=!4m7!3m6!1s0x2e68e570628fcb67:0x3e85164350d3f04c!8m2!3d-6.8680094!4d107.5233312!16s%2Fg%2F11wy5qp3l0!19sChIJZ8uPYnDlaC4RTPDTUEMWhT4?authuser=0&hl=id&rclk=1","Apotek Nova Farma","5,0","(36)","Apotek","·","Jl. H. Gofur Ruko A No.3","Buka","· Tutup pukul 22.00","·","0821-3070-0974","","Rute","","","","","","","",""
"https://www.google.com/maps/place/Apotek+Prima+Jaya/data=!4m7!3m6!1s0x2e68e6ff5c9c4b17:0xe25cb11d3fdd64b0!8m2!3d-6.8857227!4d107.6166278!16s%2Fg%2F1hf4_fkjm!19sChIJF0ucXP_maC4RsGTdPx2xXOI?authuser=0&hl=id&rclk=1","Apotek Prima Jaya","4,3","(100)","Apotek","·","Jl. Tubagus Ismail II No.6","Buka","· Tutup pukul 22.00","·","(022) 2503540","","Rute","Belanja di toko","","","","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+Bukit+Permata/data=!4m7!3m6!1s0x2e68e6f3de48249b:0x206d252c67244ddd!8m2!3d-6.8818092!4d107.6040777!16s%2Fg%2F1pzvf21rt!19sChIJmyRI3vPmaC4R3U0kZywlbSA?authuser=0&hl=id&rclk=1","Apotek Bukit Permata","4,6","(24)","Apotek","·","·","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0896-5262-2818","","Situs Web","Pesan antar","https://www.honestdocs.id/apotik/apotek-bukit-permata-bandung","","Rute","","","",""
"https://www.google.com/maps/place/Apotek+Nusa+Indah/data=!4m7!3m6!1s0x2e68e6542dbc9983:0x1df82a7f6f0bdf93!8m2!3d-6.8894181!4d107.6161957!16s%2Fg%2F1tdg0mzp!19sChIJg5m8LVTmaC4Rk98Lb38q-B0?authuser=0&hl=id&rclk=1","Apotek Nusa Indah","4,4","(47)","Apotek","·","·","Segera tutup","· 21.00 · Buka Sel pukul 07.00","Apotek Nusa Indah samping hotel Neo, Jl. Dipati Ukur dalam No.76","(022) 2508256","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+K-24+Parongpong+Bandung+Barat/data=!4m7!3m6!1s0x2e68e55d5cd2af3b:0x69fe2ba2aa21ff52!8m2!3d-6.8513639!4d107.5693058!16s%2Fg%2F11sbdhnnpq!19sChIJO6_SXF3laC4RUv8hqqIr_mk?authuser=0&hl=id&rclk=1","Apotek K-24 Parongpong Bandung Barat","4,7","(43)","Apotek","·","KOMPLEK BUMI HANJUANG BLOCK C-1","Buka 24 jam","","·","0821-1265-9396","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+Svasthya+Farma/data=!4m7!3m6!1s0x2e68e70057e2b39b:0x7d039d959b8c5683!8m2!3d-6.8817135!4d107.5749608!16s%2Fg%2F11yckmpx4s!19sChIJm7PiVwDnaC4Rg1aMm5WdA30?authuser=0&hl=id&rclk=1","Apotek Svasthya Farma","4,8","(17)","Apotek","·","Jl. Perintis No.14","Segera tutup","· 21.00 · Buka Sel pukul 13.00","·","0821-2800-5850","","Rute","","","","","","","",""
"https://www.google.com/maps/place/Apotek+Gemilang+Farma/data=!4m7!3m6!1s0x2e68e721f87a991d:0x34d4fc5060659427!8m2!3d-6.8579383!4d107.5944275!16s%2Fg%2F11ftvf41t1!19sChIJHZl6-CHnaC4RJ5RlYFD81DQ?authuser=0&hl=id&rclk=1","Apotek Gemilang Farma","4,0","(25)","Apotek","·","Jl. Sersan Bajuri No.4 Blok A","Tutup","· Buka Sel pukul 09.00","","","","Rute","","","","","","","",""
"https://www.google.com/maps/place/APOTEK+IBRAR+FARMA/data=!4m7!3m6!1s0x2e68e6a06ed264f5:0x7e7e27bcf6382769!8m2!3d-6.8660605!4d107.5752699!16s%2Fg%2F11t_sfgwz_!19sChIJ9WTSbqDmaC4RaSc49rwnfn4?authuser=0&hl=id&rclk=1","APOTEK IBRAR FARMA","4,7","(3)","Apotek","·","Jl. Gegerkalong Hilir No.37","","","","","","Rute","","","","","","","",""
"https://www.google.com/maps/place/APOTEK+IDOLA+FARMA/data=!4m7!3m6!1s0x2e68dd0021794e53:0x11afb232fa65a6c2!8m2!3d-6.9192679!4d107.7084402!16s%2Fg%2F11xd23y1dv!19sChIJU055IQDdaC4RwqZl-jKyrxE?authuser=0&hl=id&rclk=1","APOTEK IDOLA FARMA","4,8","(128)","Konsultan Kesehatan","·","Jl. AH. Nasution No.258b","Segera tutup","· 21.00 · Buka Sel pukul 09.00","·","0821-2508-2743","","Rute","","","","","","","",""
"https://www.google.com/maps/place/Apotek+Adika/data=!4m7!3m6!1s0x2e68e6fc6440bb4b:0x9db33848dc01ec0a!8m2!3d-6.8792707!4d107.6166617!16s%2Fg%2F1tlzrqbf!19sChIJS7tAZPzmaC4RCuwB3Eg4s50?authuser=0&hl=id&rclk=1","Apotek Adika","4,1","(49)","Apotek","·","·","Segera tutup","· 21.30 · Buka Sel pukul 07.30","Jl. Ir. H. Juanda No.306","(022) 2503941","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+Cigadung/data=!4m7!3m6!1s0x2e68e7bd259a91c3:0x5031593c4cafe555!8m2!3d-6.88916!4d107.630192!16s%2Fg%2F11tshhjvc4!19sChIJw5GaJb3naC4RVeWvTDxZMVA?authuser=0&hl=id&rclk=1","Apotek Cigadung","4,7","(85)","Apotek","·","Jl. Cigadung Raya Timur No.24","Buka","· Tutup pukul 22.00","·","0851-7329-4232","","Situs Web","Belanja di toko","https://wa.me/6285173294232","","Rute","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+Baladewa+Farma+6/data=!4m7!3m6!1s0x2e68e55012fe02bb:0xc3ea36e2412295ab!8m2!3d-6.9195089!4d107.5675149!16s%2Fg%2F11ml2xtw8d!19sChIJuwL-ElDlaC4Rq5UiQeI26sM?authuser=0&hl=id&rclk=1","Apotek Baladewa Farma 6","5,0","(22)","Apotek","·","Jl. Melong Asih No.46","Buka","· Tutup pukul 23.00","·","0822-6140-1168","","Rute","","","","","","","",""
"https://www.google.com/maps/place/Apotek+Kimia+Farma+%28Arimbi%29/data=!4m7!3m6!1s0x2e68e5d29173a713:0xe212421667009770!8m2!3d-6.8905848!4d107.5634218!16s%2Fg%2F11b8c4g371!19sChIJE6dzkdLlaC4RcJcAZxZCEuI?authuser=0&hl=id&rclk=1","Apotek Kimia Farma (Arimbi)","4,5","(123)","Apotek","·","Jl. Gn. Batu No.93D","Buka","· Tutup pukul 22.00","·","0811-2157-678","","Situs Web","Belanja di toko","http://kimiafarmaapotek.co.id/","","Rute","·","Ambil di toko","Pesan antar",""
"https://www.google.com/maps/place/Apotek+Griya+Farma+Metro/data=!4m7!3m6!1s0x2e68e81dc015bb8b:0xe7b30bb0928becd9!8m2!3d-6.94191!4d107.667464!16s%2Fg%2F11b6hsqr7s!19sChIJi7sVwB3oaC4R2eyLkrALs-c?authuser=0&hl=id&rclk=1","Apotek Griya Farma Metro","4,5","(24)","Apotek","·","Jl. Venus Raya No.31D 09","Buka","· Tutup pukul 22.00","·","0811-2282-153","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+K-24+Raya+Lembang+Bandung+Barat/data=!4m7!3m6!1s0x2e68e114614e5701:0xdaefefbc787ddf08!8m2!3d-6.8302003!4d107.6067298!16s%2Fg%2F11g0hm57t7!19sChIJAVdOYRThaC4RCN99eLzv79o?authuser=0&hl=id&rclk=1","Apotek K-24 Raya Lembang Bandung Barat","4,0","(57)","Apotek","·","Jl. Raya Lembang No.103","Buka","· Tutup pukul 23.00","·","0811-2383-103","","Situs Web","Pesan antar","https://www.apotek-k24.com/location/detail/645/K-24-RAYA-LEMBANG","","Rute","","","",""
"https://www.google.com/maps/place/Apotek+Altros+Dago/data=!4m7!3m6!1s0x2e68e6e2e73dcdd9:0x91f0ba55aca60751!8m2!3d-6.8749746!4d107.6189687!16s%2Fg%2F11bbx004qz!19sChIJ2c095-LmaC4RUQemrFW68JE?authuser=0&hl=id&rclk=1","Apotek Altros Dago","4,1","(16)","Apotek","·","·","Buka","· Tutup pukul 22.00","Jl. Ir. H. Juanda No.376","(022) 2512599","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+Pharmacare+Bandung+2+%28Amani+Farma%29/data=!4m7!3m6!1s0x2e68e70efb754779:0xc451a0aae412c975!8m2!3d-6.9235154!4d107.6533406!16s%2Fg%2F11s8gy21cn!19sChIJeUd1-w7naC4RdckS5KqgUcQ?authuser=0&hl=id&rclk=1","Apotek Pharmacare Bandung 2 (Amani Farma)","4,7","(18)","Apotek","·","Jl. Babakan Sari No.153","Buka","· Tutup pukul 22.00","·","0896-9249-9393","","Situs Web","Pesan antar","https://www.tiktok.com/@pharmacarebandung2?_t=ZS-8xyrGjiUUFz&_r=1","","Rute","","","",""
"https://www.google.com/maps/place/Apotek+Mitra+Jaya/data=!4m7!3m6!1s0x2e68e76d8ec12313:0xd933d48d5e64268a!8m2!3d-6.8962472!4d107.6311878!16s%2Fg%2F11vkcnd52j!19sChIJEyPBjm3naC4RiiZkXo3UM9k?authuser=0&hl=id&rclk=1","Apotek Mitra Jaya","4,8","(66)","Apotek","·","Jl. Rereng Wulung No.25","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0878-4000-4344","","Rute","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Apotek+Sukawarna/data=!4m7!3m6!1s0x2e68e72a893ef561:0xb7dcaa8538544e9d!8m2!3d-6.8938777!4d107.5836746!16s%2Fg%2F11sjrqq6g6!19sChIJYfU-iSrnaC4RnU5UOIWq3Lc?authuser=0&hl=id&rclk=1","Apotek Sukawarna","4,9","(38)","Apotek","·","Gg. Sukawarna III No.1A","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0812-2417-2084","","Situs Web","Belanja di toko","https://instagram.com/apoteksukawarna","","Rute","·","Pesan antar","",""
"https://www.google.com/maps/place/Apotek+Halomedika+Cicendo/data=!4m7!3m6!1s0x2e68e516c47be36f:0xe5f4617f218ebda2!8m2!3d-6.8928166!4d107.5726617!16s%2Fg%2F11vcmcjbyp!19sChIJb-N7xBblaC4Ror2OIX9h9OU?authuser=0&hl=id&rclk=1","Apotek Halomedika Cicendo","3,9","(116)","Apotek","·","Gg. Dakota Raya No.42 A","Buka","· Tutup pukul 22.00","·","0822-1876-5650","","Situs Web","Ambil di toko","http://pt-hak.com/home","","Rute","·","Pesan antar","",""
