"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","AJB7ye","AJB7ye 2","ah5Ghc 2","ah5Ghc 3","M4A5Cf","e4rVHe"
"https://www.google.com/maps/place/Pizza+Lunga+Perumnas/data=!4m7!3m6!1s0x2e6f1dcaa6997747:0xdae254db07586a60!8m2!3d-6.7466534!4d108.5632587!16s%2Fg%2F11y73yyk4q!19sChIJR3eZpsodby4RYGpYB9tU4to?authuser=0&hl=id&rclk=1","Pizza Lunga Perumnas","","","Stan Pizza","·","Jl. Ciremai Raya","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QXIbiZGUDvpUG3rB3cojnQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=97.74014&pitch=0&thumbfov=100","","Bawa pulang","","","Pesan antar","","·","Tidak ada ulasan"
"https://www.google.com/maps/place/Oemah+Brownis+%26+Pizza+Cirebon+Anfa+Barokah/data=!4m7!3m6!1s0x2e6f1d066e96a4c9:0x88fae9f58f4e9c2f!8m2!3d-6.7640639!4d108.5299593!16s%2Fg%2F11gsj0mq59!19sChIJyaSWbgYdby4RL5xOj_Xp-og?authuser=0&hl=id&rclk=1","Oemah Brownis & Pizza Cirebon Anfa Barokah","3,0","(2)","Toko Kue","·","6GPH+9XV","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHO2zNDEe_AzkUnlDNgphIUirItabyyEXeXCXnu3GBbL8G0kBPV0wWMENG_uMdb-lhM0Ai8gc4XPbWZgItu9CM8Zi2qQ0Rjt3dTTJmMzUGOh1HLYOWWlWoti3vf1oeCcWTs9IhY8g=w163-h92-k-no","","Pesan antar","","","","","",""
"https://www.google.com/maps/place/Pide+turkish+Pizza+Cirebon/data=!4m7!3m6!1s0x2e6ee3ab44aaaf63:0x5fa6786d0bbf5ae8!8m2!3d-6.7173307!4d108.5645325!16s%2Fg%2F11s7fvv5t2!19sChIJY6-qRKvjbi4R6Fq_C214pl8?authuser=0&hl=id&rclk=1","Pide turkish Pizza Cirebon","3,0","(3)","Toko Bahan Bangunan","·","Jl. Karanggetas No.145","Segera tutup","· 21.00 · Buka Sel pukul 14.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSTpygQSm3anpwBxRDCbhYX0acuUDmkP8BzDQOtWgKwC6ON3AE_uLApDea3u0juj8xuVnzULggqi07gMmSmWcdQEOTzCkCUvUNWgWOLbE9aStr8hUctxV-EERAZx8nMmbADf34Ag=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ngadem di sini sambil ngemil piza Turki tempatnya tenang.👍""","","","","","",""
"https://www.google.com/maps/place/Driver+Online/data=!4m7!3m6!1s0x2e6f1f23c75141d3:0xe39fc20ecab78596!8m2!3d-6.7593905!4d108.5081754!16s%2Fg%2F11h3mfd12p!19sChIJ00FRxyMfby4RloW3yg7Cn-M?authuser=0&hl=id&rclk=1","Driver Online","5,0","(1)","Pesan-Antar Pizza","","","Buka","· Tutup pukul 23.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=teB0cUEe4yTk3qjQR8NNRg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=81.067955&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat baik dan santun""","","","","","",""
"https://www.google.com/maps/place/PIZZA+LUNGA+KLAYAN/data=!4m7!3m6!1s0x2e6ee3003c866251:0xfa1fbe2916e41855!8m2!3d-6.6808206!4d108.5467112!16s%2Fg%2F11ybpfb65z!19sChIJUWKGPADjbi4RVRjkFim-H_o?authuser=0&hl=id&rclk=1","PIZZA LUNGA KLAYAN","3,8","(6)","Toko Roti","·","Jl. Sunan Gn. Jati No.182","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EMNuXJ6u1ipOZEogxJX4ZA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=74.12251&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cukup enak gk kecewa mantap pokok nya""","","","","","",""
"https://www.google.com/maps/place/Toko+Kue+dan+Pizza+Bunda+Farray/data=!4m7!3m6!1s0x2e6f1dbaf2f19e93:0xd6eaafaf592b398c!8m2!3d-6.8088156!4d108.5522895!16s%2Fg%2F11kf4dlpfz!19sChIJk57x8rodby4RjDkrWa-v6tY?authuser=0&hl=id&rclk=1","Toko Kue dan Pizza Bunda Farray","5,0","(3)","Toko Makanan","·","Desa nanggela Kecamatan Greged Samping gang Cemara, Dusun Pakuwon No.077, RT.002/RW.001","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDFJ9ihWbCK_NxhlByRAgkq9fIMGvdifuX-sV6YAmKkRT5ubAdYWIntDOBRi2s3z6P2QT1hFB49axN6fdhG7Q4xqGAi8ew0mzD0rKkAICteMrB3FJX7L4uV4dyb-mkbxSEiqYx=w80-h106-k-no","","Pesan antar","","","","","",""
"https://www.google.com/maps/place/Pizza+Lunga+Pizza+Panjang/data=!4m7!3m6!1s0x2e6f1d9fb8a493db:0x1864f7a2c53ffe5!8m2!3d-6.7293413!4d108.5359715!16s%2Fg%2F11t_hsy7gn!19sChIJ25OkuJ8dby4R5f9TLHpPhgE?authuser=0&hl=id&rclk=1","Pizza Lunga Pizza Panjang","5,0","(302)","Toko Roti","·","Kios Seberang Patung Bima (Sebelah Cucian Motor, Jl. Yudhasari II","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUVNmDrWCnvyCFM52DqoQXLEUQge-lEvmKtCJTiGERfOeJD9cmm4vKmktI7wyyQql1n7u8DDgavbjv5Ed5XZDhxZcu_jL_sQpTwrelq7W6mJzBPhyRtccuXGayFW7ZGAkM-b1LYczxX9nm=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","·","Rp 25–50 rb","Pizza","worth it , higienis & enak sekaliiii  😍😍😍""","",""
"https://www.google.com/maps/place/Happy+Kitchen+77/data=!4m7!3m6!1s0x2e6ee1cc3771ee27:0xddb16e1c0051abb5!8m2!3d-6.712996!4d108.5038494!16s%2Fg%2F11pzbm3ckc!19sChIJJ-5xN8zhbi4RtatRABxusd0?authuser=0&hl=id&rclk=1","Happy Kitchen 77","4,9","(7)","Toko Roti","·","Jl. Fatahillah, Blok Jl. Tumaritis No.05, RT.1/RW.1","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsf6PXYljTe9NpN-wrPkm5NHz-TWLu3EnZhibIWQI_bOgCJXvlaTnLGMj9fP-QzRQlC2X8iUU7t_W1S1gV_fFsHDqpWApedqadBjUHIvSBTylCWE24rpRwpMro9QT_56NkPWuqSw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Uweeeeenakkk","","","pizza","nya
Nagiiihh""","",""
"https://www.google.com/maps/place/BUNDA+ASMA%27+SNACK/data=!4m7!3m6!1s0x2e6f1d02a74099d5:0xacaab5f18bc02923!8m2!3d-6.7421659!4d108.5374982!16s%2Fg%2F11qjth_lxc!19sChIJ1ZlApwIdby4RIynAi_G1qqw?authuser=0&hl=id&rclk=1","BUNDA ASMA' SNACK","","","Toko Kue","·","·","Tutup","· Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7C6rjDAx0kXTSzXEvRCMU0pPmftZhp6AWw1MUUbn6KvDzOV0bzVSCRdgDiWtGGO6ZsfH0Qqi-Msg0Ui8hByf4lT43eWUSsFmG--DOgvpYBYwawU1myMQ3lE15zHz_pgxVc2Sn=w80-h106-k-no","","Ambil di tepi jalan","","","Antar tanpa bertemu","Tidak melayani makan di tempat","·","Tidak ada ulasan"
"https://www.google.com/maps/place/Magic+Oven/data=!4m7!3m6!1s0x2e6ee3b851eac709:0x598bac1c8b26dc55!8m2!3d-6.7104926!4d108.5544387!16s%2Fg%2F11h2qmkj_l!19sChIJCcfqUbjjbi4RVdwmixysi1k?authuser=0&hl=id&rclk=1","Magic Oven","3,8","(14)","Toko Roti","","","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqhsmefjymmUiB5AbxfNtIduZnkrG7T8VaGPp9I2OAxKBzercW-JZ7gre7R892Othr8gheftlnBcKBDanbr9YN2mikqKM5DZtMfE4tw-uRXeDdVTNmjtkNeaIYmrskiNqoJP0sh1hVfaY=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","Pizza","nya enak.""","",""
"https://www.google.com/maps/place/PIZZA+FARIS/data=!4m7!3m6!1s0x2e6f1b805fad6535:0x91d3e6cb673f9848!8m2!3d-6.8098534!4d108.5602533!16s%2Fg%2F11g4d1jnc_!19sChIJNWWtX4Abby4RSJg_Z8vm05E?authuser=0&hl=id&rclk=1","PIZZA FARIS","","","Pemasok Produk Makanan","·","5HR6+342","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6zZULVc7sseJYSUPt6FNDg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=18.113594&pitch=0&thumbfov=100","","","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Donat+dan+pizza+azzam/data=!4m7!3m6!1s0x2e6ee3a112743e1f:0xb3815b5a2e24e154!8m2!3d-6.6859118!4d108.543801!16s%2Fg%2F11qbt5qf1b!19sChIJHz50EqHjbi4RVOEkLlpbgbM?authuser=0&hl=id&rclk=1","Donat dan pizza azzam","5,0","(3)","Toko Roti","·","Jl. Merah Delima No.2","Tutup","· Buka Sel pukul 07.37","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AHA9cjzVnPhD8uI40CV4ZA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=206.08572&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Usaha kecil2 tp enak rasa nya""","","","","","",""
"https://www.google.com/maps/place/Pizza+mamah+lita/data=!4m7!3m6!1s0x2e6f1d74d700ce71:0xe6f16896500ccf44!8m2!3d-6.7741847!4d108.5642172!16s%2Fg%2F11y74xdjht!19sChIJcc4A13Qdby4RRM8MUJZo8eY?authuser=0&hl=id&rclk=1","Pizza mamah lita","","","Toko Makanan","·","rumah no 2 di belakang BRI LINK ROHANIAH, Desa pen-pen dusun desa lama Rt 02/02 kec:mundu kab:CIREBON","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGN9Mc28z3fyAICGqWh4iVGkLcQaUkvYocMdFKJlVKptp2Gl2H7Er1Y_3IE5CoMGVrwNQ9dIy_8Qb329ju-Q69k2nzVjdRAkeHQ7ePSTHDV6oKuHoJ1lct_w-nrFSTZPbZRErhdYA=w80-h95-k-no","","Bawa pulang","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/DAY%27S+PIZZA/data=!4m7!3m6!1s0x2e6ee363f84d5c6d:0xd0b8b75eb471b9af!8m2!3d-6.6535356!4d108.5336454!16s%2Fg%2F11jdjcngn2!19sChIJbVxN-GPjbi4Rr7lxtF63uNA?authuser=0&hl=id&rclk=1","DAY'S PIZZA","5,0","(1)","Pizza","·","Blok Budi Raja Rt.Rw 02 01, Jl. Sunan Gn. Jati","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGH0G0u8fZAJH-LmMCTasGsQF8erbNKGr_IdTLJVxy4Lk-FewBN6Davy-sEG0QyQ_FkuiOqiQ0zuSBO0qGxQhC_BYtQTwzOL51rBDiIj8ZgmWSI9wZK4eT-3-9m6hulYqP7MSu=w80-h106-k-no","","Makan di tempat","","","Bawa pulang","","·",""
"https://www.google.com/maps/place/Pizza+Mamakia/data=!4m7!3m6!1s0x2e6edd3870bd62af:0x49b4817d09da8074!8m2!3d-6.6458177!4d108.37498!16s%2Fg%2F11hw5vcrqs!19sChIJr2K9cDjdbi4RdIDaCX2BtEk?authuser=0&hl=id&rclk=1","Pizza Mamakia","5,0","(3)","Pizza","·","Dusun Satu, RT.001 RW002","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTuVjdnBqDynqV8EkpuHXA1mhTkV45U2iw7prbvx0IIKqpb9h5l3_q1jUlxRITLdjFw_yp7jfm93v0gzV2aVVPG8M4PNJilPFkFHPerjj-acZ2-UCuGLq8fQGSWzxeDkdfFycqbA=w163-h92-k-no","","Makan di tempat","","","Bawa pulang","Antar tanpa bertemu","·",""
"https://www.google.com/maps/place/Pizza+Bunda+Faizal/data=!4m7!3m6!1s0x2e6ee5e39332597d:0xe080a601b8c8683e!8m2!3d-6.6396435!4d108.5268563!16s%2Fg%2F11qn7470bf!19sChIJfVkyk-Plbi4RPmjIuAGmgOA?authuser=0&hl=id&rclk=1","Pizza Bunda Faizal","5,0","(4)","Pemasok Kotak Makanan","·","·","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtsvx_zLM0OdMkwKjvr7us5L5Hc7poa0Jb6d8hQTGwNGg-Mmznf2gbYw2o28GK8YsoaGAy3SX5C5v0QjL2oxgOcneYguo7I4HrPj45qEFqsRSx1up3y59OJk7KZihogj9z3Sg=w122-h92-k-no","","Makan di tempat","","","Drive-through","Pesan antar","·",""
"https://www.google.com/maps/place/Pizzasuki+%28Pizza,Cake,Cookies%29/data=!4m7!3m6!1s0x2e6f215ee7c3c205:0x774a1a2c7dd63006!8m2!3d-6.7376962!4d108.344703!16s%2Fg%2F11pdk1bspv!19sChIJBcLD514hby4RBjDWfSwaSnc?authuser=0&hl=id&rclk=1","Pizzasuki (Pizza,Cake,Cookies)","5,0","(6)","Toko Roti","·","Jl. Raya Tugu Barat blok senin, RT./Rw/RW.03/02","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXb55sYtvqJfdNRI3UoI8wXCUjkm2TNjJLzoEpGQ9gj7IxSjLqZSvFT1qN8GaH2PMN7gGMLhRGSQ_H2CB2P-y9MuHXtucxS18Z7KZ0x0kxFW3g0n10vaFNWYYwTQA8eG3cK3J5nQ=w80-h142-k-no","","Pesan antar","","","","","",""
"https://www.google.com/maps/place/Pizza+lunga+caracas/data=!4m7!3m6!1s0x2e6f19b90b195f31:0xa4254924274ec77b!8m2!3d-6.8626075!4d108.4992033!16s%2Fg%2F11wy9cc_j9!19sChIJMV8ZC7kZby4Re8dOJyRJJaQ?authuser=0&hl=id&rclk=1","Pizza lunga caracas","5,0","(3)","Stan Pizza","·","Jl. Caracas","Segera tutup","· 21.00 · Buka Sel pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtFtL3XLguVCw25TQrB1UFgmdykcQO1MuGaKiq87LIeIFHfStwhOe_KfSwzDljWiDFDbje0qV1tX1ZcuNyTmXJhtqHaDJdkh-y2vgtTADHRw-RLfUJgmdWYkKEITv3n-TUqIMI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nongki sambil makan makanan Italy 🍕
Mantap lah 👌""","","","","","",""
"https://www.google.com/maps/place/Jakaifah/data=!4m7!3m6!1s0x2e6f1d2058e53da7:0xf3f1acdb4b55ec08!8m2!3d-6.7737113!4d108.5314707!16s%2Fg%2F11hg99wz5w!19sChIJpz3lWCAdby4RCOxVS9us8fM?authuser=0&hl=id&rclk=1","Jakaifah","","","Pesan-Antar Pizza","·","6GGJ+GH9, Kedung jumbleng, RT.03/RW.10","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lmhrmMR74YnCQfYnNt4bTA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=135.22795&pitch=0&thumbfov=100","","Bawa pulang","","","Pesan antar","","·","Tidak ada ulasan"
"https://www.google.com/maps/place/MC+7+PIZZA/data=!4m7!3m6!1s0x2e6ee38d370e94eb:0x5b7949ace497f208!8m2!3d-6.7103601!4d108.5285234!16s%2Fg%2F11y5vb65ry!19sChIJ65QON43jbi4RCPKX5KxJeVs?authuser=0&hl=id&rclk=1","MC 7 PIZZA","4,4","(19)","Stan Pizza","·","Kedawung Street, Jl. Sultan Ageng Tirtayasa Jl. Pulomas No.240","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0cMxQBksxDMdkVTPK3WE6EO7Qsa6UVb3W8VsDwuX3ghAeBfouSLq6-4yDoMZs4jqw0-3o6GLJwIoTSenPJOeaMCJTwXP-UNXsCPROuqQMCVJ0BbHh4EoHFtweHTY-WbxwqiHY=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","·","Rp 1–25.000","pizza","lunga emang enak""","",""
"https://www.google.com/maps/place/Pizza+MAS/data=!4m7!3m6!1s0x2e6f19e57ec0526d:0xf686b69ace7d9ab4!8m2!3d-6.8701981!4d108.4975655!16s%2Fg%2F11rcbnmdz1!19sChIJbVLAfuUZby4RtJp9zpq2hvY?authuser=0&hl=id&rclk=1","Pizza MAS","5,0","(2)","Toko Makanan Sehat","·","Jl. Raya Cilimus","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHx1ovHa_hjWuhjEZs_ofO-B0aKXDmi36a2I_juftMKcXzMD2spmNUQ-8UX7yMF5Ovu-l1qRDDaBf1DKzQZ1Tz16OprHAzBft2KR8XjzZFhWVDCHrs1cEDp_bRJ1e_0xwwno2mjuw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya sesuai titik jadi gak repot cari-carinya""","","","","","",""
"https://www.google.com/maps/place/Al+%26+El+Cafe/data=!4m7!3m6!1s0x2e6f04ca8ee8a985:0xe2a09e837f3dba68!8m2!3d-6.8281934!4d108.6200516!16s%2Fg%2F11csr50_gr!19sChIJhanojsoEby4RaLo9f4OeoOI?authuser=0&hl=id&rclk=1","Al & El Cafe","4,8","(9)","Kafe","·","5JCC+P2F, Jl. Kh. Wahid Hasyim","Segera tutup","· 21.00 · Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFV5p2pkGfKplXqRJdRqwMT--ecavzLzzh9v2x01HC5LPfRGR_CdFufpoBota1FyobhtbfHEA2UPQBEXYwxbQcitGTvPy-mo1EXjpYJZRpof8RclbNr73A3SeTaecvWe18RqYEy=w163-h92-k-no","","Makan di tempat","","","Bawa pulang","","·",""
"https://www.google.com/maps/place/PIZZA+LUNGA+MUNDU/data=!4m7!3m6!1s0x2e6f1d007ab12243:0x7be9865d3d65dc65!8m2!3d-6.757509!4d108.5942722!16s%2Fg%2F11x1jj6ndr!19sChIJQyKxegAdby4RZdxlPV2G6Xs?authuser=0&hl=id&rclk=1","PIZZA LUNGA MUNDU","","","Toko Roti","·","6HRV+XPR, Jl. Mundupesisir","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v1NIBv_No31A4fossC7log&cb_client=search.gws-prod.gps&w=80&h=92&yaw=214.65085&pitch=0&thumbfov=100","","Bawa pulang","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Senang+Senang+Place/data=!4m7!3m6!1s0x2e6f1f00030a20e9:0xda6ee8c771a31bb4!8m2!3d-6.7850229!4d108.5194037!16s%2Fg%2F11m5kfx0_3!19sChIJ6SAKAwAfby4RtBujccfobto?authuser=0&hl=id&rclk=1","Senang Senang Place","4,3","(589)","Kafe","·","6G79+XQR, Jl. Raya Cirebon Kuningan","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlSvFrcoChEXGNNBHC2mhyYzLHq_F82wkQ6YO1XzZHZH_uyBAtVQuTn_1Dnpsqo7ZQWX8DtPNG7UAvpEvA4hIxofBvieISi3pgL9TGOXGyX7vKm8FoF7AzyzbvkuCBQju4Cuz8Sk5Uq4-q=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""With a price comes a quality.""","·","Rp 50–75 rb","","","",""
"https://www.google.com/maps/place/Home+Nuno%27pizza/data=!4m7!3m6!1s0x2e6edf97b4235d79:0x2eb6c96a59702278!8m2!3d-6.7036179!4d108.3610377!16s%2Fg%2F11fj452vcy!19sChIJeV0jtJffbi4ReCJwWWrJti4?authuser=0&hl=id&rclk=1","Home Nuno'pizza","5,0","(1)","Kafe","·","79W6+HC3","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHACzspOjfa7fbpptfSB_bPhmVANGzuN9iUIn3rduJ0cJjjDQwogePF4nQCUjnBaoSbFzwC8_IBLfKIbBaOLaURnLg9BLIfnTeA86Rx9PcgoUuFcRC4TJ_7qmqW4hIrdDpH2ACA=w80-h141-k-no","","Makan di tempat","","","Bawa pulang","Pesan antar","·",""
"https://www.google.com/maps/place/El+yayas/data=!4m7!3m6!1s0x2e6f05287b9e7aab:0x5beaa8fe3b5d0ba5!8m2!3d-6.8750924!4d108.6652774!16s%2Fg%2F11ltbl1sy3!19sChIJq3qeeygFby4RpQtdO_6o6ls?authuser=0&hl=id&rclk=1","El yayas","5,0","(2)","Pizza","·","Perum Ar Bastien No.1 Blok M1","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjZpWxIyH12LtRQAf-6HsSSz6WxPZ2y8b60CblBIYUxWbGYXl_g0IpBYb0uanYlEm8tVITWlvs2AovphwbSPMiFuK8U6bGw7kK8rvE0lJp7C4TWV8aGtfEiG1FJVwsGQPeeP5LQw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Penjualan","","","pizza",", klapertar & lasagna terenak se cirebon timur""","",""
"https://www.google.com/maps/place/PIZZA+MUNDU/data=!4m7!3m6!1s0x2e6f1d001dfeff03:0x6975baa4d948810a!8m2!3d-6.7794843!4d108.6136032!16s%2Fg%2F11ww2l8qzy!19sChIJA__-HQAdby4RCoFI2aS6dWk?authuser=0&hl=id&rclk=1","PIZZA MUNDU","","","Toko Roti","·","Raya Mundu No.4","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5_6HVmTHbauz0kCdOOswaQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=35.059933&pitch=0&thumbfov=100","","Bawa pulang","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Pizza+Mini+Rakyat/data=!4m7!3m6!1s0x2e6f196f90b9365f:0x61ddaa9be3e1a776!8m2!3d-6.8793804!4d108.4692028!16s%2Fg%2F11f9zyxw1g!19sChIJXza5kG8Zby4Rdqfh45uq3WE?authuser=0&hl=id&rclk=1","Pizza Mini Rakyat","5,0","(1)","Pizza","·","4FC9+6MW","Buka","· Tutup pukul 22.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2v_j7eZi5JC6hbnF2vbMNw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=176.81453&pitch=0&thumbfov=100","","Makan di tempat","","","Bawa pulang","Pesan antar","·",""
"https://www.google.com/maps/place/ARR+PIZZA/data=!4m7!3m6!1s0x2e6ee7423c9ef1f1:0x5134bef12a36068b!8m2!3d-6.6170921!4d108.5185572!16s%2Fg%2F11vz942yk3!19sChIJ8fGePELnbi4RiwY2KvG-NFE?authuser=0&hl=id&rclk=1","ARR PIZZA","","","Restoran","·","Jl.kali, Jl. Kebayanan blok jum""at","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-l0ylkGzwOUrXL0t8WCiapNAWFFz6K599tKjM7fjcaVn-XYR8r0rP2QaMhZz2tozuOS7dXfkwq7N0KMpIIeVjz3MdKCkpNRqdh90ExU9gFq82uatHHf7SygkI4nwdFBsel5A=w80-h106-k-no","","Makan di tempat","","","Drive-through","Antar tanpa bertemu","·","Tidak ada ulasan"
"https://www.google.com/maps/place/LADZAA+STEAK+n+PIZZA/data=!4m7!3m6!1s0x2e6ee300016c1df5:0x1a8e2abe0a08d79b!8m2!3d-6.6808205!4d108.5467111!16s%2Fg%2F11xlyxdtd9!19sChIJ9R1sAQDjbi4Rm9cICr4qjho?authuser=0&hl=id&rclk=1","LADZAA STEAK n PIZZA","","","Restoran","·","Jl. Sunan Gn. Jati No.182","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EMNuXJ6u1ipOZEogxJX4ZA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=74.06647&pitch=0&thumbfov=100","","Makan di tempat","","","Bawa pulang","","·","Tidak ada ulasan"
"https://www.google.com/maps/place/Papaku+Pizza/data=!4m7!3m6!1s0x2e6f20cd7c875c61:0x96e7a4bc6962edd5!8m2!3d-6.7665892!4d108.3350456!16s%2Fg%2F11rjqzdgkw!19sChIJYVyHfM0gby4R1e1iabyk55Y?authuser=0&hl=id&rclk=1","Papaku Pizza","5,0","(2)","Restoran","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qW_gBkhFyvc-AibrnQouJw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=86.5399&pitch=0&thumbfov=100","","Makan di tempat","","","Bawa pulang","Pesan antar","·",""
"https://www.google.com/maps/place/Cyres+Pizza/data=!4m7!3m6!1s0x2e6f21fae7c8be77:0x4f765c554486c31b!8m2!3d-6.739856!4d108.3455656!16s%2Fg%2F11c80hz6b4!19sChIJd77I5_ohby4RG8OGRFVcdk8?authuser=0&hl=id&rclk=1","Cyres Pizza","4,1","(53)","Pizza","·","Jl. Raya Heuleut Ds","Segera tutup","· 20.30 · Buka Sel pukul 13.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRuYIeU4BqX_S6XcgqzRqAg5jJcCgPgaT54p5lovaoGqRcwBmX92pRyuswQOtpLimsFf64pJZ1ze_vc20Qd94hEDdPHpaV0FXxRLIshMSc8xerFzedcMF6GT9e628xusWmlCfv=w220-h92-k-no","","Makan di tempat","","","Bawa pulang","Pesan antar","·",""
"https://www.google.com/maps/place/NUNO%27S+PIZZA+1+PRAPATAN/data=!4m7!3m6!1s0x2e6f214b1b4826f7:0x2484cf50ea6849cd!8m2!3d-6.7393745!4d108.3457087!16s%2Fg%2F11gpnhpyfd!19sChIJ9yZIG0shby4RzUlo6lDPhCQ?authuser=0&hl=id&rclk=1","NUNO'S PIZZA 1 PRAPATAN","4,3","(6)","Kafe","·","786W+774, Jl. Prapatan - Rajagaluh","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG923BsIuZymKK6gvp6ZFEbfPvl2go8xyxCJbnpYW9FHTRjPbka2ofn--kMrWeYLjsC7MevseO_HplrQvC3wCjwRqq6Q1RDNJ4MmmI-4TJj_NRSh2GN1l-4TFPdKLpCQLpuqy38lQ=w80-h106-k-no","","Makan di tempat","","","Bawa pulang","Pesan antar","·",""
"https://www.google.com/maps/place/Kedai+dhi_kit/data=!4m7!3m6!1s0x2e6f1df0bc63a77f:0x3e360829c33c2662!8m2!3d-6.7345355!4d108.5354121!16s%2Fg%2F11hck0z9ml!19sChIJf6djvPAdby4RYiY8wykINj4?authuser=0&hl=id&rclk=1","Kedai dhi_kit","4,7","(13)","Kafe","","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFm0Kkkooub58E0P67d_p2tWeJ0S5ZvO--HWEjLzufSs7kMPPXQboqgRhoBdseLoganrX5zF9qKJKeeo0mHF9R0KznmHXCXfQhXRi7SYLysQn5uLVic3QAAadGgDGbDxVSwQZQ=w122-h92-k-no","","","","","","","",""
