"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","W4Efsd 5","W4Efsd 6","AJB7ye","AJB7ye 2"
"https://www.google.com/maps/place/Warteg+kharisma+bahari/data=!4m7!3m6!1s0x2e6f1d0056aebe3b:0x8412226259b59d1!8m2!3d-6.7449574!4d108.5633731!16s%2Fg%2F11xfh6cd_2!19sChIJO76uVgAdby4R0VmbJSYiQQg?authuser=0&hl=id&rclk=1","Warteg kharisma bahari","3,8","(5)","Brunch","·","","Jl. Ciremai Raya No.F10","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEznLIOPR8oHi27YjrQihV61J9ewRCQAXaJpkACi9MCJyNP3zYyFcHua6tY_KPn1AFg5tJ_pyolvcyh6REjPIag-tQOYuUH_Qx4OgNwQXZUd2dyPNFHj13akXTDr_iVVUh6S-mMy4UFooRg=w80-h106-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+Bianka/data=!4m7!3m6!1s0x2e6ee3006b775773:0xe5cd37d5dc8cf905!8m2!3d-6.7196974!4d108.5241485!16s%2Fg%2F11zjw4vwyq!19sChIJc1d3awDjbi4RBfmM3NU3zeU?authuser=0&hl=id&rclk=1","Warteg Bianka","5,0","(1)","Brunch","·","","Jl. Sultan Ageng Tirtayasa No.20","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i0fEtZgbSwBGFdIuuy7HOw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=338.5706&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","","","",""
"https://www.google.com/maps/place/Warteg/data=!4m7!3m6!1s0x2e6f1dd9ccf2ec2f:0x3e87ffa73e9534e2!8m2!3d-6.740669!4d108.5526255!16s%2Fg%2F11vd3r9l3n!19sChIJL-zyzNkdby4R4jSVPqf_hz4?authuser=0&hl=id&rclk=1","Warteg","5,0","(1)","Restoran","·","","Jl. Angkasa Raya No.3, RT.04/RW.09","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=87GL8RRwJdvyz3Bt2UHJpg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=178.20035&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+Bahari/data=!4m7!3m6!1s0x2e6f1d8e13e2d6b1:0x1493c66649ae1114!8m2!3d-6.7368574!4d108.5533582!16s%2Fg%2F11g257_fkc!19sChIJsdbiE44dby4RFBGuSWbGkxQ?authuser=0&hl=id&rclk=1","Warteg Bahari","4,7","(9)","Tegal","·","","·","7H73+785","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6Vx3eI134loIrQpbuMp7ZULRoxi5YGPnx7Ux9JMCNzMS1MrYGhEJS--bEHNHEuu6F9NOxeOPys6tbpRv-RS7_lYc8-lDvZS0OE03lU-ObL80v2Rw_iK-ycDDutpXBOUCHrmsF=w132-h92-k-no","Makan di tempat","·","Bawa pulang","Buka","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+-+Kasepuhan/data=!4m7!3m6!1s0x2e6ee3322405e31b:0x544a8ddfc674b7a9!8m2!3d-6.7242891!4d108.571072!16s%2Fg%2F11k9twvsk0!19sChIJG-MFJDLjbi4Rqbd0xt-NSlQ?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari - Kasepuhan","4,6","(7)","Brunch","·","","Jl. Ariodinoto Kel No.5KasepuhanKec","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHDb05tFHRzw5ia8BF5_oWEouqK5p5vJnQ5FsGhfgOGoaV2585TuS1ntc7MeVV_OQhg-X9_jhPWsVD6XU8QNJqk7ELXBVFCfNzdu89_UjIOn9xCX-svBnCmrmjM5m3PY2eceAt2Q=w194-h92-k-no","Makan di tempat","·","Ambil di tepi jalan","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+Jayabahari+Ceremai+Raya/data=!4m7!3m6!1s0x2e6f1dd1604fd253:0x8745814f21a5377!8m2!3d-6.747351!4d108.5625643!16s%2Fg%2F11v63lfn9l!19sChIJU9JPYNEdby4Rd1Ma8hRYdAg?authuser=0&hl=id&rclk=1","Warteg Jayabahari Ceremai Raya","5,0","(1)","Indonesia","·","","Jl. Ciremai Raya No.108","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYs6THj99PNiQxNb0ErTszwpX0ShuuhsDQqiaiQNfBDHRpeMYJM8pWCYhLJFhgJzJIXVYsiFMvO9Sk1F2IsiNP4AXBwyQIjV39ib0D-4gDwkoyQPjfCVSv0fPlbLkQvlXk17Bo2iVUh62P=w122-h92-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+Momskye+Fatonah/data=!4m7!3m6!1s0x2e6f1d922d187727:0x786ec5260ec11bf5!8m2!3d-6.7405009!4d108.5517252!16s%2Fg%2F11g9sz6kzl!19sChIJJ3cYLZIdby4R9RvBDibFbng?authuser=0&hl=id&rclk=1","Warteg Momskye Fatonah","4,1","(7)","Tegal","·","","·","kampung katiasa rt 04 rw 09 kec. kel. harjamukti","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7se88lbMnxHV5Biz88zAkQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=225.03343&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+Mbak+Lastri/data=!4m7!3m6!1s0x2e6ee210403bd9f9:0xd054e46095586e35!8m2!3d-6.716778!4d108.5360294!16s%2Fg%2F11f3zht8kd!19sChIJ-dk7QBDibi4RNW5YlWDkVNA?authuser=0&hl=id&rclk=1","Warteg Mbak Lastri","4,3","(29)","Tegal","·","","Jl. Pecilon Indah No.196","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfbdTF7lOm3FuDH5g6mE7FJ8ObVtUxLdMzvkKWKY4Bk5pqyILjwsWotOqUB_Smpxailu_UdwQc9E__GGDeyLGDhtwtzCJEta2dT04RcLNw2IBijWMJYhi-P7V7lnIHx9377oiQ=w163-h92-k-no","Makan di tempat","·","Bawa pulang","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","Rp 1–25.000"
"https://www.google.com/maps/place/Warteg+Berkah/data=!4m7!3m6!1s0x2e6f1dc3c45e6275:0xdde010d98abe3597!8m2!3d-6.7523939!4d108.5391852!16s%2Fg%2F11rwnd6m5j!19sChIJdWJexMMdby4RlzW-itkQ4N0?authuser=0&hl=id&rclk=1","Warteg Berkah","3,0","(2)","Tegal","·","","·","Jl. Jend. Sudirman, Rt/Rw 03/07","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDsgyko1n9lGOkL9TRbHVjib23vfNPUz1TadFgSgzll_ylSRFxH6gMNqd77ofN3qRedjhCTrn0We80lwExMNeCOWzsu7x62bSZccxXgQFQV2p5AzeWjUsySrx-oCe0wsqFdrlN=w80-h106-k-no","Makan di tempat","·","Bawa pulang","Buka","· Tutup pukul 02.00","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+-+Watubelah/data=!4m7!3m6!1s0x2e6f1fac99391c27:0x1ce0f247d2e67c2c!8m2!3d-6.7314705!4d108.4977703!16s%2Fg%2F11jsm8ms32!19sChIJJxw5mawfby4RLHzm0kfy4Bw?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari - Watubelah","4,0","(10)","Tegal","·","","·","Jl. Raya fatahilah No.9","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHUIF1s6mGBEulCDft-lOUP5Fq6906J22H5eiV1CX5C-QZwaSMnDY8aTlXfbnmkg2eKDmgEvUOg0HHCNhfZvmmFwywmhScdWfPSHEjDc1AVfGubB4KL4SNVDde7fPr6XHLqn3V=w203-h92-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Warteg+Ibu+Genduts/data=!4m7!3m6!1s0x2e6f1d9f44d0a9e9:0x6d6dc367b1d9a472!8m2!3d-6.7470499!4d108.5649899!16s%2Fg%2F11ggdtnd3g!19sChIJ6anQRJ8dby4RcqTZsWfDbW0?authuser=0&hl=id&rclk=1","Warteg Ibu Genduts","4,7","(15)","Tegal","·","","·","Jl. Rinjani No.21","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOXBIZFJTUGPGW-Est-n6ZDcl_PHyOEi74TQ5FQaGRcyUtwY9Eg-nYW3-4AvIcD4QaUfHa-1ROopNKap-kg_2Pr2wl3KdmmfGyuhzk3sv4cdcYl9w8JBpvVYST6I3r8gm4XhRmxQ=w80-h106-k-no","Makan di tempat","·","Bawa pulang","Buka","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Warteg+Mimih+Rumini/data=!4m7!3m6!1s0x2e6ee2788a516c99:0xb372326e26f73bfd!8m2!3d-6.7256322!4d108.5615751!16s%2Fg%2F11gg70mmbj!19sChIJmWxRinjibi4R_Tv3Jm4ycrM?authuser=0&hl=id&rclk=1","Warteg Mimih Rumini","4,6","(25)","Tegal","·","","·","7HF6+PJW","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eu4qOvi8c9IvWVVvkseirg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=320.16266&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","Segera tutup","· 21.00 · Buka Sel pukul 09.00","",""
"https://www.google.com/maps/place/Warteg+Nur+Jaya/data=!4m7!3m6!1s0x2e6f1d81e2b6dbcd:0xddd68a66bf44fe35!8m2!3d-6.7314358!4d108.5699688!16s%2Fg%2F11c55r5tym!19sChIJzdu24oEdby4RNf5Ev2aK1t0?authuser=0&hl=id&rclk=1","Warteg Nur Jaya","4,4","(89)","Tegal","·","","·","Jalan Kriyan","https://lh5.googleusercontent.com/F7IPdQt52-xnef4TjIYr904yQs9lAcOylc42OFn06CSUsjmxjaXnRdJt-TY8X8U=w163-h92-k-no","Makan di tempat","·","Bawa pulang","Buka","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Warteg+Barokah/data=!4m7!3m6!1s0x2e6ee334c59e2d3f:0x80b07837fa5168d9!8m2!3d-6.7009722!4d108.5511217!16s%2Fg%2F11g190pksx!19sChIJPy2exTTjbi4R2WhR-jd4sIA?authuser=0&hl=id&rclk=1","Warteg Barokah","4,5","(245)","Tegal","·","","·","Jl. Slamet Riyadi No.15","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2Ct8sXHjahgfJDpxdfT33czz-O_U5bX-tRNGJssaxtYKS87cWHoECm3RyeuhFeVspDwdef9vFjh1FVB51gJU0FJpzdpwuKG90aVeXU_4ArZ_2mgPO43FK7Hu4yDdmQshjQMiyIw=w122-h92-k-no","Makan di tempat","·","Bawa pulang","Buka","· Tutup pukul 22.00","·","Rp 1–25.000"
"https://www.google.com/maps/place/WARTEG+Mba+Rohani/data=!4m7!3m6!1s0x2e6ee2037db15b87:0xec7417f791fde9c9!8m2!3d-6.7206035!4d108.5283468!16s%2Fg%2F11vwyqzblr!19sChIJh1uxfQPibi4Ryen9kfcXdOw?authuser=0&hl=id&rclk=1","WARTEG Mba Rohani","5,0","(1)","Restoran","·","","7GHH+Q85, Jl. Sedong Jaya","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XxNdZiS7FUuEKhdTJfpMPA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=76.31257&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","","","",""
"https://www.google.com/maps/place/Warteg+Bahagia/data=!4m7!3m6!1s0x2e6ee371787c40f5:0x822ba7d1bf1f9d40!8m2!3d-6.716138!4d108.5491312!16s%2Fg%2F11g1lsg8nm!19sChIJ9UB8eHHjbi4RQJ0fv9GnK4I?authuser=0&hl=id&rclk=1","Warteg Bahagia","4,2","(53)","Tegal","·","","·","Jl. Sutawinangun No.89","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzr9W16hrzORq3kvwMn6bBT-HtTMzCCYA-2dfriq7CoM9n8H6t1FVIHaHdhOeatB_D47SHZvLTC0uWkEE_grcwdnhdM76WvRs5PJ0iHmjCt-gu8B_AejT0buYfK2BL3iay_pZS=w152-h92-k-no","Makan di tempat","·","Bawa pulang","Segera tutup","· 21.00 · Buka Sel pukul 08.30","·","Rp 1–25.000"
"https://www.google.com/maps/place/Warteg+Asli/data=!4m7!3m6!1s0x2e6f1dccef4b6ecd:0xc2a3762c3a7ba45e!8m2!3d-6.7410583!4d108.5522464!16s%2Fg%2F11g2v__c86!19sChIJzW5L78wdby4RXqR7Oix2o8I?authuser=0&hl=id&rclk=1","Warteg Asli","","","Tegal","·","","·","7H52+HVH, Jl. Ahmad Yani","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jqVlf9kMaxjSWATwuvfjLA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=177.67119&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+Saeni/data=!4m7!3m6!1s0x2e6f1d002025f3c3:0xed0fe393f1f451ad!8m2!3d-6.7309856!4d108.5564474!16s%2Fg%2F11vqtcg3wr!19sChIJw_MlIAAdby4RrVH08ZPjD-0?authuser=0&hl=id&rclk=1","Warteg Saeni","5,0","(1)","Brunch","·","","Jl. Kesambi No.163","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDTZPu5YQYGb1Aqc2BHDRB-XYGlG_arEVVLEun5OmQEOrpQ224_B_9W4ltdjsFjj1oinlRG8957mIpJAXlAoYzamA1zp-CylF5g1l8vJw_ZnOyVfgo4xFb3SoffJkxEew5QSDs=w122-h92-k-no","Makan di tempat","·","Bawa pulang","Buka","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Warteg+Jaya+-+Pelabuhan+Cirebon/data=!4m7!3m6!1s0x2e6ee3e854667d6f:0xa5f8456a79deab83!8m2!3d-6.7115791!4d108.56542!16s%2Fg%2F11qg669vgq!19sChIJb31mVOjjbi4Rg6veeWpF-KU?authuser=0&hl=id&rclk=1","Warteg Jaya - Pelabuhan Cirebon","5,0","(4)","Tegal","·","","Jl. Kalibaru Selatan No.1","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVK8SCkXFglYQNxy2Qfc6tzv0scRQNFBfFaiuVeo4n8i3Zymco6TQz1nnfzIS_PHDCkEGJdYZlY5bC0tLGXDLzMiztYujrk2yoZ9Xj662RycRmfmdIFh02FiQ2IYOXrBYnQNz-gQ=w92-h92-k-no","Makan di tempat","·","Drive-through","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+Dewi+Jaya/data=!4m7!3m6!1s0x2e6f1db8ebfc9513:0x4d97d72c74a07702!8m2!3d-6.7550869!4d108.5480587!16s%2Fg%2F11f9hp7kg_!19sChIJE5X867gdby4RAnegdCzXl00?authuser=0&hl=id&rclk=1","Warteg Dewi Jaya","4,8","(5)","Tegal","·","","·","6GVX+X67, Jl. Pramuka","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GlD9ZOxxQtox6dCYJ-jJ9g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=338.05518&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","","","",""
"https://www.google.com/maps/place/WARTEG+KHARISMA+BAHARI/data=!4m7!3m6!1s0x2e6ee21c38dad2db:0xb81c319557842abf!8m2!3d-6.7145884!4d108.5265964!16s%2Fg%2F11y3ytq_t7!19sChIJ29LaOBzibi4RvyqEV5UxHLg?authuser=0&hl=id&rclk=1","WARTEG KHARISMA BAHARI","","","Restoran","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x9bzPcroTyZ7JXJnv4HM-A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=356.32895&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","","","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari/data=!4m7!3m6!1s0x2e6ee131fb9bcce3:0xe856885eeb273100!8m2!3d-6.7179189!4d108.5019076!16s%2Fg%2F11sjdt2246!19sChIJ48yb-zHhbi4RADEn616IVug?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari","2,7","(3)","Indonesia","·","","Jl. Fatahillah, Pertigaan Jl. Kisabalanang No.91","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGR4MHIe8ApofR-6vcJ5mo3izSIwH7pA4Bpwmd_voudB4RikwvJmz0ND5MUNWDgTdnYMlSmPl8ys-E37mqc2PHgPs2x2BHNzcIcqQQc7Q8uCsZgzUXh81f_3J9b05Uf-fZp8tnwww=w92-h92-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+Weru+Kidul/data=!4m7!3m6!1s0x2e6ee12d3890eb87:0x307179dc2e4693f1!8m2!3d-6.7065138!4d108.5071674!16s%2Fg%2F11tjhpdp7s!19sChIJh-uQOC3hbi4R8ZNGLtx5cTA?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari Weru Kidul","4,2","(15)","Tegal","·","","Jl. Fatahillah","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnKyfw5MD1HLkc0BotzrqTkYX63FjlGLsSxnNZ5-UoGYEp6eCthYVUgURhANR8gdM39hkRJf-J4qDi-HJQ-zNGZ8G86idHhF79768v7BfZW_pPmVlwnMxKeqra9RAsgyoOSJch=w204-h92-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","·","Rp 1–25.000"
"https://www.google.com/maps/place/Warteg+Sami+Asih/data=!4m7!3m6!1s0x2e6f1d00498bd981:0x58be01443274bc!8m2!3d-6.7530182!4d108.5598454!16s%2Fg%2F11vqh2wx8x!19sChIJgdmLSQAdby4RvHQyRAG-WAA?authuser=0&hl=id&rclk=1","Warteg Sami Asih","3,1","(8)","Brunch","·","","Jl. Ciremai Raya No.94-156","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnoALHx5tEmKppi1Y6zMlD-RW3mafbD3YKXgEIep7wo1mGgvNOrXjeNfvvtuOb_N960VXyYE5yJvVAGaiAnkpvs17DoA3F0zYxKHqeenh0okzTzySDTzDd4ZxhWbaLUdteWK5_xg=w80-h106-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","·","Rp 1–25.000"
"https://www.google.com/maps/place/WARTEG+KHARISMA+BAHARI/data=!4m7!3m6!1s0x2e6f1dba28fa5511:0x5e7c998f7752a264!8m2!3d-6.7563651!4d108.5524729!16s%2Fg%2F11x95m199t!19sChIJEVX6KLodby4RZKJSd4-ZfF4?authuser=0&hl=id&rclk=1","WARTEG KHARISMA BAHARI","","","Restoran","·","","6HV2+FX5, Jl. Pramuka Penggalang","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uWT-VmZMbxZUpkjQvIspDg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=185.76651&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","","","",""
"https://www.google.com/maps/place/Warteg+Asli+Kesambi/data=!4m7!3m6!1s0x2e6f1d88f284d603:0x908c36f77b175d8f!8m2!3d-6.7307525!4d108.556565!16s%2Fg%2F11wfplp174!19sChIJA9aE8ogdby4Rj10Xe_c2jJA?authuser=0&hl=id&rclk=1","Warteg Asli Kesambi","2,0","(1)","Restoran","·","","Jl. Kesambi No.155","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFI7otF9D4KJF6U6NyK8VVQYOKjIYkz80aj4eTFOn6yhWrT9CrA2IzPOhcc990s_d7DPt7hZyNgyXfbxhVdeKUC-P6WPtdZrBEgtrwK7jd_VUHg1LDZQ7Rodpn2S_VC4hZZuPbMBqt8Me_M=w208-h92-k-no","Makan di tempat","","","","","",""
"https://www.google.com/maps/place/Warteg+AYU/data=!4m7!3m6!1s0x2e6ee3b06113e647:0x507fdc900285cf3a!8m2!3d-6.7210011!4d108.5687804!16s%2Fg%2F11hdsxsz5p!19sChIJR-YTYbDjbi4ROs-FApDcf1A?authuser=0&hl=id&rclk=1","Warteg AYU","4,3","(22)","Jawa Tengah","·","","Jl. Lemahwungkuk No.53","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEa3yZ8G36rIQH6N3R7MWn1WY9iZCKVOV2UkongTYwSM7Yu4NxWnaW6Hk8dRztnE_0zeq1a--7RcW1yJHNUgGhXo_1oJ-odvvdMJi7Qc7erOKWOAyCAzsAJaJ1lXVTO89KLToTGPg=w80-h106-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","",""
"https://www.google.com/maps/place/WARTEG+CITRA+JAYA/data=!4m7!3m6!1s0x2e6f1e3cb52ddfa9:0xac8e8a8d0900b9e6!8m2!3d-6.7400406!4d108.4940766!16s%2Fg%2F11dz4wxcz2!19sChIJqd8ttTweby4R5rkACY2Kjqw?authuser=0&hl=id&rclk=1","WARTEG CITRA JAYA","4,4","(9)","Tegal","·","","·","Jl. Fatahillah No.21","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeatvqyp2Fxbh-mjUwFzxH0MIHwGvBqjGz69hOv11FyLleycQ8XJdpw4MKa0qf9hGD5zj6VY0Z-rYIpUmTmzVK7bjAQPjmwuqprE0qbTea3sH9ppo-Bp89AywSiW2XHhvr_50cbw=w80-h106-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+Adinda/data=!4m7!3m6!1s0x2e6f1d8e50839e59:0x3daf505a604b26c5!8m2!3d-6.735759!4d108.5544822!16s%2Fg%2F11hbn3h44l!19sChIJWZ6DUI4dby4RxSZLYFpQrz0?authuser=0&hl=id&rclk=1","Warteg Adinda","4,7","(9)","Indonesia","·","","·","Jl. Pangeran Drajat No.114D","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t7Z7Z_Dg3kyUyQnR0nR9rg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=307.60245&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","Segera tutup","· 21.00 · Buka Sel pukul 05.00","",""
"https://www.google.com/maps/place/Warteg+Bpk.+Rizal/data=!4m7!3m6!1s0x2e6f1d7112776079:0x54602d9c301ba8a8!8m2!3d-6.7405789!4d108.5781576!16s%2Fg%2F11c1vm1b7_!19sChIJeWB3EnEdby4RqKgbMJwtYFQ?authuser=0&hl=id&rclk=1","Warteg Bpk. Rizal","4,2","(29)","Jawa","·","","Jalan Jendral A. Yani Kutasirap","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEAMY2VOXsA_byBuzlI9H91JM7dh2i5wz9jeULaXKdmEvhHhx4nqRJ4LBvW433PoONHT89DjovivC1Pt96QoMdBrb6g9t5uFIEkSfloa7EdylRZbxlodohrIb8OaCHVf59jJPEXA=w122-h92-k-no","Makan di tempat","·","Drive-through","Buka","· Tutup pukul 22.00","·","$"
"https://www.google.com/maps/place/warteg/data=!4m7!3m6!1s0x2e6f1d0008e8434b:0xe6f4a377bf200e9f!8m2!3d-6.7507012!4d108.5452481!16s%2Fg%2F11vwp0q6jt!19sChIJS0PoCAAdby4Rnw4gv3ej9OY?authuser=0&hl=id&rclk=1","warteg","","","Makanan Kecil","·","","Jl. Tugu Dalam No.60","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t9JN3R4YVw8DYTK0F7c1EA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=289.96146&pitch=0&thumbfov=100","","","","Buka","· Tutup pukul 23.00","",""
"https://www.google.com/maps/place/Warteg+Purnomo/data=!4m7!3m6!1s0x2e6ee219bcd9f9ef:0xc908a38adc30b756!8m2!3d-6.7117075!4d108.532305!16s%2Fg%2F11bz_3313t!19sChIJ7_nZvBnibi4RVrcw3IqjCMk?authuser=0&hl=id&rclk=1","Warteg Purnomo","4,0","(22)","Tegal","·","","·","7GQJ+8W7, Jl. Brigjend Dharsono","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnG1Xf9Qpk5TAbzZC_BNsjOEOPXo50n0tFyIpDVBGUBYrldtFGvt9R5QA325n1FGKT7atrkBS94uJb3b5lOe2PntW7bR5zJBzCq2gcpZS4T3LhZoyn0BQUwWuEzT71u8uRkrYxUA=w162-h92-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","·","Rp 1–25.000"
"https://www.google.com/maps/place/Warteg+Khasanah+2/data=!4m7!3m6!1s0x2e6ee1e21ac077eb:0x9751936ed1cbae5c!8m2!3d-6.728894!4d108.5054135!16s%2Fg%2F11vk52xdry!19sChIJ63fAGuLhbi4RXK7L0W6TUZc?authuser=0&hl=id&rclk=1","Warteg Khasanah 2","4,7","(3)","Restoran","·","","·","7GC4+C5V, Jl. Ki Ageng Tapa","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFfbLk0-dOS2KEOJoFzvL7KzXTQoQJ5stBXOd8XrpupL_1j76ukakMiD3t6eq5MfsWZ3GKjTa_UjQNv93w5Mf7I3UjvS-mkE4Yraxo9NvgGjnk16fTHEleilC6Ns2gCcInF7GC=w204-h92-k-no","Makan di tempat","·","Bawa pulang","","","",""
"https://www.google.com/maps/place/Warteg+Niki+Rasa/data=!4m7!3m6!1s0x2e6ee3004b194c33:0x14428cb1dc82209b!8m2!3d-6.7105206!4d108.5283854!16s%2Fg%2F11wvd33np8!19sChIJM0wZSwDjbi4RmyCC3LGMQhQ?authuser=0&hl=id&rclk=1","Warteg Niki Rasa","5,0","(1)","Dapur Umum","·","","Jl. Sultan Ageng Tirtayasa No.12","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZ5BivOVW0Ec7pbO4we312jVqHEh-juqLgfjGoMvJCdAl7CyK_5KzG1QBqcpFSZrJ7ydFiev5Y2YAJcDxkKmTp-SbXRwvpZCaisDtRA0zabEWr4VuoyqOuOo5vDGRdfnu6IjkW=w163-h92-k-no","","","","Segera tutup","· 21.00 · Buka Sel pukul 06.30","",""
"https://www.google.com/maps/place/WARTEG+BAHARI+LESTARI/data=!4m7!3m6!1s0x2e6f1d919f1cabef:0x2c527ad2fca0cf17!8m2!3d-6.7402794!4d108.5535738!16s%2Fg%2F11vk8chvjy!19sChIJ76scn5Edby4RF8-g_NJ6Uiw?authuser=0&hl=id&rclk=1","WARTEG BAHARI LESTARI","","","Restoran","·","","7H53+VCP, Jl. Dukuh Semar","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-bNhAu5jM5b2MdHSe990-Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=87.92486&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","","","",""
"https://www.google.com/maps/place/warteg+arum+jaya+2/data=!4m7!3m6!1s0x2e6f1d00093601c1:0x9d1242a9fe737bac!8m2!3d-6.7416781!4d108.5834391!16s%2Fg%2F11x_3qvtfb!19sChIJwQE2CQAdby4RrHtz_qlCEp0?authuser=0&hl=id&rclk=1","warteg arum jaya 2","5,0","(5)","Makanan Siap Saji","·","","Jl. Kalijaga No.148","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FOlF6Z5qg11K6QPrzg4Tew&cb_client=search.gws-prod.gps&w=80&h=92&yaw=217.25798&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","","","",""
